2013-12-20,4343,0.004374856090260189,18,15,22,0.00,79
2013-11-16,2072,0.006756756756756757,22,16,28,0.00,54
2014-02-21,1921,0.010931806350858927,21,17,25,0.00,72
2013-08-13,2358,-0.029686174724342665,20,14,26,0.00,76
2014-03-04,1802,-0.008324084350721421,22,17,28,0.00,61
2014-02-02,2467,-0.032833400891771385,22,17,28,0.00,54
2014-01-11,4666,-0.0008572653236176596,20,13,26,0.00,55
2013-08-20,1864,-0.012339055793991416,19,15,23,0.00,70
2014-01-31,2787,0.0014352350197344816,22,16,28,0.00,63
2013-10-03,2787,0.0014352350197344816,20,16,24,0.00,74
2013-10-12,2906,-0.0020646937370956643,20,16,24,0.00,57
2014-03-24,2321,-0.005170185264971995,22,17,27,0.00,71
2013-10-16,2657,-0.014678208505833647,22,16,27,0.00,56
2013-12-05,4036,-0.006442021803766105,20,16,24,0.00,81
2014-03-10,2275,-0.017582417582417582,22,17,26,0.00,64
2013-09-20,2671,-0.004867090977162112,20,16,25,0.00,86
2013-11-03,2668,-0.009370314842578711,20,17,25,0.00,78
2013-12-28,3567,-0.008410428931875526,20,14,25,0.00,67
2013-11-24,3321,-0.004817825956037338,20,17,24,0.00,75
2013-09-05,2505,-0.023952095808383235,19,12,26,0.00,57
2014-02-10,2342,-0.021776259607173356,20,15,26,0.00,85
2014-01-17,3810,-0.01863517060367454,20,15,26,0.00,70
2014-01-23,2326,-0.012467755803955288,21,17,25,0.00,64
2014-03-03,2354,-0.026338147833474938,22,15,28,0.00,55
2013-09-03,2714,-0.02431834929992631,19,14,24,0.00,68
2013-12-13,4006,-0.014977533699450823,19,16,22,0.00,81
2013-11-11,1800,0.021666666666666667,21,17,25,0.00,66
2014-01-14,4270,-0.021311475409836064,19,13,25,0.00,59
2014-03-17,1953,0.01894521249359959,20,16,23,0.00,74
2014-01-24,2664,-0.02364864864864865,20,16,25,0.00,67
2013-09-11,2025,0.022222222222222223,20,13,26,0.00,71
2013-08-29,2267,0.011468901632112925,16,13,19,0.00,76
2014-04-01,3239,-0.009262117937635072,21,16,26,0.00,71
2013-10-25,2659,0.006017299736743136,21,15,27,0.00,64
2013-08-31,1987,0.011575239053850024,20,14,25,0.00,75
2013-12-21,4051,-0.020982473463342383,20,16,23,0.00,79
2013-11-19,2504,0.0007987220447284345,22,18,26,0.00,76
2014-02-20,2058,-0.011175898931000973,22,18,25,0.00,73
2013-08-14,2403,-0.022888056595921764,21,14,28,0.00,82
2014-02-13,2188,-0.019195612431444242,24,20,27,0.00,59
2013-08-21,1943,-0.011322696860524962,17,13,21,0.00,67
2013-10-14,2732,-0.003294289897510981,24,20,28,0.00,43
2014-01-07,5373,-0.012841987716359575,22,15,28,0.00,62
2013-09-10,2199,-0.01182355616189177,20,14,27,0.00,65
2014-03-14,2261,-0.02565236620964175,20,15,24,0.00,81
2013-10-17,2725,-0.0047706422018348625,20,13,27,0.00,51
2013-12-06,4190,-0.01909307875894988,20,16,25,0.00,77
2014-03-28,2497,0.007609130957148579,22,18,26,0.00,74
2013-11-02,2708,-0.029542097488921712,20,17,25,0.00,76
2013-12-29,4342,-0.004606172270842929,22,17,26,0.00,72
2013-10-08,2544,0.007861635220125786,20,15,24,0.00,69
2013-11-27,3587,-0.0008363534987454698,19,16,22,0.00,82
2014-02-28,2410,0.012448132780082987,21,16,26,0.00,57
2014-03-22,3039,-0.025008226390259954,22,17,27,0.00,67
2013-09-19,2131,-0.03754106053496011,20,16,23,0.00,83
2014-01-16,4314,-0.03523412146499768,19,12,26,0.00,62
2013-09-02,2196,-0.009107468123861567,18,13,23,0.00,80
2013-12-14,5097,-0.028448106729448697,20,16,24,0.00,81
2013-11-10,2545,-0.020039292730844795,20,16,25,0.00,76
2014-03-07,2107,-0.0023730422401518746,21,16,26,0.00,68
2014-02-04,2413,-0.02154993783671778,24,18,29,0.00,56
2014-01-10,4972,-0.006838294448913918,21,16,26,0.00,68
2014-03-21,2760,-0.02210144927536232,20,14,27,0.00,63
2013-10-02,2760,-0.02210144927536232,20,16,24,0.00,77
2014-03-27,2490,-0.0008032128514056225,22,18,26,0.00,75
2013-10-30,2714,-0.00552689756816507,17,15,19,0.00,76
2013-09-26,2714,-0.00552689756816507,22,16,28,0.00,60
2013-11-05,2100,-0.040952380952380955,18,15,22,0.00,79
2013-12-22,3865,-0.023803363518758086,22,18,25,0.00,58
2013-11-18,1864,0.0,22,17,27,0.00,66
2014-02-23,2477,-0.05288655631812677,20,15,25,0.00,58
2013-08-15,2562,-0.0078064012490242,19,15,23,0.00,80
2014-02-12,2474,-0.010509296685529508,21,16,26,0.00,70
2013-08-22,1979,0.011116725618999495,18,14,21,0.00,70
2013-10-15,3118,-0.015394483643361129,22,16,28,0.00,53
2013-09-09,2170,0.0032258064516129032,20,15,25,0.00,74
2013-10-22,3097,-0.008395221181788828,22,16,27,0.00,67
2013-12-07,4275,-0.013099415204678362,22,17,26,0.00,66
2014-01-03,3744,0.013621794871794872,20,14,25,0.00,59
2014-01-12,5064,-0.028633491311216428,19,12,26,0.00,70
2013-11-13,1947,0.014381099126861838,22,18,27,0.00,62
2013-12-30,3752,-0.010927505330490405,21,16,26,0.00,71
2014-03-16,2726,-0.014306676449009537,20,16,24,0.00,79
2013-11-26,3895,-0.004621309370988447,19,16,22,0.00,74
2013-10-09,2781,-0.013664149586479683,17.0,NA,NA,NA,NA
2013-10-07,2585,0.0046421663442940036,25.0,NA,NA,NA,NA
2013-09-01,2544,0.0019654088050314465,19,14,24,0.00,77
2013-12-15,4589,-0.03464807147526694,20,16,25,0.00,78
2013-11-21,2624,0.004954268292682927,21,16,26,0.00,74
2014-02-07,2326,-0.018916595012897677,22,17,27,0.00,66
2014-03-11,2228,0.00718132854578097,22,17,28,0.00,61
2014-01-06,4516,-0.001992914083259522,20,14,26,0.00,60
2014-03-09,2164,-0.00878003696857671,22,17,27,0.00,62
2013-10-31,2545,0.0,23,18,28,0.00,49
2014-03-26,2107,-0.007119126720455624,21,17,25,0.00,78
2014-03-31,2973,0.006390850992263707,22,17,26,0.00,72
2013-11-04,1977,-0.0030349013657056147,19,15,23,0.00,82
2013-12-23,4887,-0.007571107018620831,21,16,26,0.00,71
2013-11-29,4026,0.003229011425732737,20,17,22,0.00,84
2014-02-22,2477,-0.029874848607186113,20,16,24,0.00,66
2013-09-25,2723,-0.02313624678663239,21,15,27,0.00,77
2014-02-15,2147,-0.0027945971122496508,20,16,25,0.00,79
2013-08-23,2444,0.0032733224222585926,17,14,20,0.00,77
2014-01-26,2654,-0.03240391861341371,22,17,28,0.00,42
2013-09-08,2352,-0.02848639455782313,19,14,24,0.00,76
2013-10-23,3197,-0.013137316233969347,22,17,26,0.00,60
2013-12-08,4644,-0.025839793281653745,21,17,25,0.00,67
2014-02-05,2333,-0.010287183883411917,22,15,29,0.00,53
2013-11-12,1870,0.010160427807486631,20,15,25,0.00,72
2013-12-31,5046,0.1117717003567182,22,17,26,0.00,70
2014-03-06,1778,0.001687289088863892,22,17,27,0.00,69
2014-01-09,4959,-0.007057874571486187,20,18,22,0.00,73
2014-03-20,2463,-0.030450669914738125,19,14,24,0.00,73
2014-01-27,1843,0.0016277807921866521,22,17,28,0.00,59
2014-01-18,2408,0.008305647840531562,22,16,27,0.00,66
2013-12-16,4416,-0.016757246376811596,20,14,25,0.00,78
2013-09-27,4416,-0.016757246376811596,21,15,27,0.00,47
2013-11-20,2477,0.008881711748082357,20,17,22,0.00,86
2014-02-03,2825,-0.034336283185840706,22,15,28,0.00,48
2013-09-07,2208,0.002717391304347826,18,15,22,0.00,69
2014-02-06,2217,0.007668019846639603,22,15,29,0.00,58
2013-08-24,2008,-0.00099601593625498,18,13,23,0.00,66
2013-09-15,1863,0.0026838432635534087,22,13,30,0.00,54
2013-10-28,2402,-0.007077435470441299,24,19,28,0.00,45
2013-12-01,3974,-0.008807247106190236,18,16,21,0.00,88
2014-01-02,3620,0.019613259668508288,20,16,25,0.00,59
2013-09-24,2851,-0.021396001403016486,17,14,20,0.00,87
2013-11-07,2151,0.0018596001859600185,20,16,23,0.00,81
2014-03-23,2833,-0.013766325450052947,22,18,27,0.00,72
2013-12-24,3918,0.023736600306278714,20,16,25,0.00,64
2014-03-19,2790,-0.0064516129032258064,20,17,23,0.00,72
2013-11-28,3008,0.010970744680851064,20,16,24,0.00,70
2014-02-17,2227,-0.011674898967220475,,,,0.00,
2013-08-09,1437,-0.024356297842727904,16,14,18,0.00,85
2014-02-14,2347,0.046868342564976566,20,18,22,0.00,81
2013-08-16,2366,-0.027895181741335588,20,13,27,0.00,82
2013-10-13,3550,-0.014929577464788733,20,15,26,0.00,74
2013-08-30,2501,-0.023190723710515795,18,13,23,0.00,75
2013-10-20,2691,0.0,20,13,26,0.00,58
2013-12-09,3459,-0.007227522405319456,20,15,25,0.00,78
2013-09-16,1973,-0.005575266092245312,20,13,28,0.00,67
2013-11-15,2181,-0.01742320036680422,26,22,28,0.00,36
2014-02-25,2293,-0.016136066288704752,20,15,26,0.00,68
2014-01-05,4281,-0.010044382153702406,21,15,27,0.00,60
2014-03-08,2018,0.03617443012884044,23,19,27,0.00,48
2014-01-19,3223,-0.032578343158547934,20,15,26,0.00,71
2013-10-01,3223,-0.032578343158547934,22,17,27,0.00,65
2014-03-30,2429,-0.0168793742280774,22,16,27,0.00,67
2013-12-17,4591,-0.018296667392724897,20,17,23,0.00,79
2013-11-23,3034,-0.010876730388925511,23,19,26,0.00,58
2014-02-01,2746,-0.005826656955571741,22,17,28,0.00,59
2013-08-25,1991,-0.020090406830738324,12,11,14,0.00,89
2014-01-28,2693,0.001856665428889714,22,17,27,0.00,60
2013-09-14,2236,-0.011180679785330949,20,12,27,0.00,58
2013-10-29,3265,0.009188361408882083,22,15,28,0.00,51
2013-12-02,3175,0.00031496062992125983,20,16,24,0.00,75
2013-09-23,3686,-0.04476397178513294,20,16,23,0.00,77
2013-11-06,2277,-0.02678963548528766,21,18,24,0.00,63
2013-12-25,3120,0.0054487179487179484,19,15,23,0.00,72
2014-03-01,1963,-0.0010188487009679063,21,16,26,0.00,61
2014-02-16,2153,-0.00046446818392940084,20,16,23,0.00,91
2014-01-08,4602,-0.01499348109517601,22,17,27,0.00,60
2013-08-10,2255,-0.014190687361419069,20,14,25,0.00,65
2014-02-09,1975,-0.00810126582278481,21,17,25,0.00,81
2013-08-17,2497,-0.013215859030837005,19,13,25,0.00,71
2014-01-20,2385,-0.05911949685534591,23,20,26,0.00,47
2013-09-06,2890,-0.023529411764705882,19,13,25,0.00,64
2013-10-21,2583,-0.007355787843592722,21,14,28,0.00,65
2013-12-10,4556,-0.01514486391571554,20,16,23,0.00,89
2013-11-14,1738,-0.0023014959723820483,20,17,27,0.00,67
2014-02-24,2227,-0.030085316569375842,20,15,26,0.00,63
2013-10-04,1674,-0.012544802867383513,21,16,26,0.00,51
2013-10-26,2835,0.0024691358024691358,20,14,27,0.00,48
2014-03-02,2063,-0.024236548715462918,22,17,27,0.00,60
2014-01-01,3575,0.10965034965034966,22,17,27,0.00,59
2013-09-30,3575,0.10965034965034966,22,20,23,0.00,46
2014-03-12,2372,-0.03836424957841484,23,18,29,0.00,61
2013-12-18,3991,0.011525933350037584,20,16,24,0.00,66
2014-03-18,1985,0.004534005037783375,25.0,NA,NA,NA,NA
2013-11-22,2744,0.0029154518950437317,18,18,20,0.00,81
2013-10-11,3035,-0.004942339373970346,20.0,NA,NA,NA,NA
2013-08-26,2406,-0.00914380714879468,19,14,24,0.00,53
2014-01-29,2640,-0.010984848484848484,22,17,27,0.00,59
2013-09-17,2410,-0.011618257261410789,21,15,27,0.00,79
